"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 20 15:20:58 CST 2022","Wed Jul 20 15:20:58 CST 2022","0","testcases.product_manage","test_product_manage","TestProduct","","","好长的标题好长的标题好长的标题好长的标题好长的标题",""
